,Region,PHI,Barangay,Disease,No. of Cases,MW
3863,I,ILOCOS NORTE,MANALPAC,"Hand, Foot, and Mouth Disease",2,16
3864,I,ILOCOS SUR,BALALENG,"Hand, Foot, and Mouth Disease",2,16
3865,I,ILOCOS SUR,MALINGEB,"Hand, Foot, and Mouth Disease",2,16
3866,I,ILOCOS SUR,DARDARAT,"Hand, Foot, and Mouth Disease",2,16
3867,I,ILOCOS SUR,CALONGBUYAN,"Hand, Foot, and Mouth Disease",2,16
3868,I,ILOCOS SUR,SAN NICOLAS,"Hand, Foot, and Mouth Disease",2,16
3869,I,ILOCOS SUR,TABLAC,"Hand, Foot, and Mouth Disease",2,16
3870,I,ILOCOS SUR,PATAC,"Hand, Foot, and Mouth Disease",3,16
3871,I,ILOCOS SUR,SAN ANTONIO,"Hand, Foot, and Mouth Disease",2,16
3872,I,LA UNION,SANTA BARBARA,"Hand, Foot, and Mouth Disease",2,16
3873,I,LA UNION,GENERAL PRIM WEST,"Hand, Foot, and Mouth Disease",2,16
3874,I,LA UNION,SINAPANGAN NORTE,"Hand, Foot, and Mouth Disease",4,16
3875,I,LA UNION,SAN VICENTE,"Hand, Foot, and Mouth Disease",3,16
3876,I,LA UNION,VILA,"Hand, Foot, and Mouth Disease",2,16
3877,I,LA UNION,SASABA,"Hand, Foot, and Mouth Disease",4,16
3878,I,LA UNION,ANDUYAN,"Hand, Foot, and Mouth Disease",2,16
3879,I,PANGASINAN,BONUAN BINLOC,"Hand, Foot, and Mouth Disease",2,16
3880,I,PANGASINAN,BONUAN GUESET,"Hand, Foot, and Mouth Disease",3,16
3881,I,PANGASINAN,TAMBAC,"Hand, Foot, and Mouth Disease",2,16
3882,II,BATANES,CHANARIAN,"Hand, Foot, and Mouth Disease",3,16
3883,II,BATANES,IHUBOK I,"Hand, Foot, and Mouth Disease",18,16
3884,II,BATANES,IHUBOK II,"Hand, Foot, and Mouth Disease",25,16
3885,II,BATANES,KAYHUVOKAN,"Hand, Foot, and Mouth Disease",15,16
3886,II,BATANES,SAN ANTONIO,"Hand, Foot, and Mouth Disease",24,16
3887,II,BATANES,SAN JOAQUIN,"Hand, Foot, and Mouth Disease",6,16
3888,II,BATANES,SALAGAO,"Hand, Foot, and Mouth Disease",2,16
3889,II,BATANES,HAÑIB,"Hand, Foot, and Mouth Disease",6,16
3890,II,BATANES,KAUMBAKAN,"Hand, Foot, and Mouth Disease",6,16
3891,II,BATANES,PANATAYAN,"Hand, Foot, and Mouth Disease",4,16
3892,II,BATANES,UVOY,"Hand, Foot, and Mouth Disease",9,16
3893,II,CAGAYAN,CABULUAN EAST,"Hand, Foot, and Mouth Disease",2,16
3894,II,CAGAYAN,CENTRO WEST,"Hand, Foot, and Mouth Disease",2,16
3895,II,CAGAYAN,MABUTTAL EAST,"Hand, Foot, and Mouth Disease",3,16
3896,II,CAGAYAN,SAN JOSE,"Hand, Foot, and Mouth Disease",3,16
3897,II,ISABELA,DISIMURAY,"Hand, Foot, and Mouth Disease",2,16
3898,II,ISABELA,TAGARAN,"Hand, Foot, and Mouth Disease",2,16
3899,II,ISABELA,RAGAN SUR,"Hand, Foot, and Mouth Disease",2,16
3900,II,ISABELA,SAN ANTONIO,"Hand, Foot, and Mouth Disease",2,16
3901,II,ISABELA,AYOD,"Hand, Foot, and Mouth Disease",2,16
3902,II,ISABELA,BUCAL SUR,"Hand, Foot, and Mouth Disease",9,16
3903,II,ISABELA,DIGUMASED,"Hand, Foot, and Mouth Disease",2,16
3904,II,ISABELA,SAN JOSE NORTE I,"Hand, Foot, and Mouth Disease",2,16
3905,II,ISABELA,SIEMPRE VIVA NORTE,"Hand, Foot, and Mouth Disease",2,16
3906,II,ISABELA,ARELLANO,"Hand, Foot, and Mouth Disease",2,16
3907,II,ISABELA,MINAGBAG,"Hand, Foot, and Mouth Disease",2,16
3908,II,ISABELA,SANTOS,"Hand, Foot, and Mouth Disease",3,16
3909,II,ISABELA,ZONE I,"Hand, Foot, and Mouth Disease",2,16
3910,II,ISABELA,ZONE II,"Hand, Foot, and Mouth Disease",2,16
3911,II,NUEVA VIZCAYA,LUBLUB,"Hand, Foot, and Mouth Disease",3,16
3912,II,NUEVA VIZCAYA,DULLI,"Hand, Foot, and Mouth Disease",2,16
3913,II,NUEVA VIZCAYA,SALINGSINGAN,"Hand, Foot, and Mouth Disease",2,16
3914,II,NUEVA VIZCAYA,COMON,"Hand, Foot, and Mouth Disease",3,16
3915,II,NUEVA VIZCAYA,POBLACION,"Hand, Foot, and Mouth Disease",2,16
3916,II,NUEVA VIZCAYA,CAREB,"Hand, Foot, and Mouth Disease",2,16
3917,II,NUEVA VIZCAYA,QUIRINO,"Hand, Foot, and Mouth Disease",3,16
3918,II,NUEVA VIZCAYA,BARAT,"Hand, Foot, and Mouth Disease",2,16
3919,II,NUEVA VIZCAYA,BONFAL PROPER,"Hand, Foot, and Mouth Disease",3,16
3920,II,NUEVA VIZCAYA,BUSILAC,"Hand, Foot, and Mouth Disease",5,16
3921,II,NUEVA VIZCAYA,MAGSAYSAY,"Hand, Foot, and Mouth Disease",2,16
3922,II,NUEVA VIZCAYA,PAITAN,"Hand, Foot, and Mouth Disease",2,16
3923,II,NUEVA VIZCAYA,CASTILLO VILLAGE,"Hand, Foot, and Mouth Disease",2,16
3924,III,AURORA,CALANGCUASAN,"Hand, Foot, and Mouth Disease",2,16
3925,III,AURORA,CALANTAS,"Hand, Foot, and Mouth Disease",3,16
3926,III,AURORA,ESTEVES,"Hand, Foot, and Mouth Disease",4,16
3927,III,AURORA,SAN ILDEFONSO,"Hand, Foot, and Mouth Disease",2,16
3928,III,AURORA,NONONG SENIOR,"Hand, Foot, and Mouth Disease",4,16
3929,III,BATAAN,BAGUMBAYAN,"Hand, Foot, and Mouth Disease",2,16
3930,III,BATAAN,PAG-ASA,"Hand, Foot, and Mouth Disease",6,16
3931,III,BATAAN,SAYSAIN,"Hand, Foot, and Mouth Disease",2,16
3932,III,BATAAN,CUPANG PROPER,"Hand, Foot, and Mouth Disease",3,16
3933,III,BULACAN,BOROL 1ST,"Hand, Foot, and Mouth Disease",2,16
3934,III,BULACAN,PANGINAY,"Hand, Foot, and Mouth Disease",2,16
3935,III,BULACAN,SAN JUAN,"Hand, Foot, and Mouth Disease",2,16
3936,III,BULACAN,BAGUMBAYAN,"Hand, Foot, and Mouth Disease",2,16
3937,III,BULACAN,SAN FRANCISCO,"Hand, Foot, and Mouth Disease",4,16
3938,III,BULACAN,SANTA ANA,"Hand, Foot, and Mouth Disease",3,16
3939,III,BULACAN,SANTA INES,"Hand, Foot, and Mouth Disease",2,16
3940,III,BULACAN,CATACTE,"Hand, Foot, and Mouth Disease",2,16
3941,III,BULACAN,POBLACION,"Hand, Foot, and Mouth Disease",2,16
3942,III,BULACAN,PRENZA I,"Hand, Foot, and Mouth Disease",4,16
3943,III,BULACAN,SANTO NIÑO,"Hand, Foot, and Mouth Disease",2,16
3944,III,BULACAN,CAINGIN,"Hand, Foot, and Mouth Disease",3,16
3945,III,BULACAN,CAY POMBO,"Hand, Foot, and Mouth Disease",2,16
3946,III,ANGELES CITY,TABUN,"Hand, Foot, and Mouth Disease",2,16
3947,III,NUEVA ECIJA,R.A. PADILLA,"Hand, Foot, and Mouth Disease",2,16
3948,III,NUEVA ECIJA,PALAGAY,"Hand, Foot, and Mouth Disease",3,16
3949,III,NUEVA ECIJA,CABUCBUCAN,"Hand, Foot, and Mouth Disease",2,16
3950,III,NUEVA ECIJA,POBLACION NORTE,"Hand, Foot, and Mouth Disease",2,16
3951,III,NUEVA ECIJA,POBLACION SUR,"Hand, Foot, and Mouth Disease",2,16
3952,III,NUEVA ECIJA,ABAR IST,"Hand, Foot, and Mouth Disease",2,16
3953,III,PAMPANGA,SAN PEDRO SAUG,"Hand, Foot, and Mouth Disease",2,16
3954,III,PAMPANGA,DALAYAP,"Hand, Foot, and Mouth Disease",2,16
3955,III,TARLAC,SAN MIGUEL,"Hand, Foot, and Mouth Disease",2,16
3956,III,TARLAC,SANTA MARIA,"Hand, Foot, and Mouth Disease",2,16
3957,III,TARLAC,SULA,"Hand, Foot, and Mouth Disease",2,16
3958,III,ZAMBALES,PALANGINAN,"Hand, Foot, and Mouth Disease",5,16
3959,III,ZAMBALES,SAN AGUSTIN,"Hand, Foot, and Mouth Disease",2,16
3960,III,ZAMBALES,ZONE 4,"Hand, Foot, and Mouth Disease",5,16
3961,III,ZAMBALES,EAST POBLACION,"Hand, Foot, and Mouth Disease",2,16
3962,III,ZAMBALES,LIPAY,"Hand, Foot, and Mouth Disease",3,16
3963,III,ZAMBALES,MACARANG,"Hand, Foot, and Mouth Disease",2,16
3964,III,ZAMBALES,SALAZA,"Hand, Foot, and Mouth Disease",3,16
3965,III,ZAMBALES,SAN JUAN,"Hand, Foot, and Mouth Disease",3,16
3966,III,ZAMBALES,TITION,"Hand, Foot, and Mouth Disease",2,16
3967,III,ZAMBALES,ILWAS,"Hand, Foot, and Mouth Disease",2,16
3968,IV-A,BATANGAS,SABANG,"Hand, Foot, and Mouth Disease",2,16
3969,IV-A,BATANGAS,BILOG-BILOG,"Hand, Foot, and Mouth Disease",2,16
3970,IV-A,BATANGAS,BAWI,"Hand, Foot, and Mouth Disease",2,16
3971,IV-A,CAVITE,BRGY.. VI,"Hand, Foot, and Mouth Disease",2,16
3972,IV-A,CAVITE,ANIBAN 1,"Hand, Foot, and Mouth Disease",2,16
3973,IV-A,CAVITE,MOLINO III,"Hand, Foot, and Mouth Disease",3,16
3974,IV-A,CAVITE,SAN NICOLAS III,"Hand, Foot, and Mouth Disease",2,16
3975,IV-A,CAVITE,ZAPOTE 1,"Hand, Foot, and Mouth Disease",2,16
3976,IV-A,CAVITE,BANCAL,"Hand, Foot, and Mouth Disease",3,16
3977,IV-A,CAVITE,BRGY.. 1,"Hand, Foot, and Mouth Disease",3,16
3978,IV-A,CAVITE,LANTIC,"Hand, Foot, and Mouth Disease",3,16
3979,IV-A,CAVITE,MABUHAY,"Hand, Foot, and Mouth Disease",2,16
3980,IV-A,CAVITE,MADUYA,"Hand, Foot, and Mouth Disease",2,16
3981,IV-A,CAVITE,MILAGROSA,"Hand, Foot, and Mouth Disease",4,16
3982,IV-A,CAVITE,SAN FRANCISCO,"Hand, Foot, and Mouth Disease",2,16
3983,IV-A,CAVITE,SAN JUAN II,"Hand, Foot, and Mouth Disease",2,16
3984,IV-A,CAVITE,ALDIANO OLAES,"Hand, Foot, and Mouth Disease",3,16
3985,IV-A,CAVITE,MAHABANGKAHOY CERCA,"Hand, Foot, and Mouth Disease",2,16
3986,IV-A,CAVITE,PUTING KAHOY,"Hand, Foot, and Mouth Disease",5,16
3987,IV-A,CAVITE,SANJA MAYOR,"Hand, Foot, and Mouth Disease",2,16
3988,IV-A,LAGUNA,SAN ANTONIO,"Hand, Foot, and Mouth Disease",2,16
3989,IV-A,LAGUNA,SANTO TOMAS,"Hand, Foot, and Mouth Disease",8,16
3990,IV-A,LAGUNA,TUBIGAN,"Hand, Foot, and Mouth Disease",4,16
3991,IV-A,LAGUNA,BANAYBANAY,"Hand, Foot, and Mouth Disease",2,16
3992,IV-A,LAGUNA,MARINIG,"Hand, Foot, and Mouth Disease",3,16
3993,IV-A,LAGUNA,NIUGAN,"Hand, Foot, and Mouth Disease",2,16
3994,IV-A,LAGUNA,SALA,"Hand, Foot, and Mouth Disease",2,16
3995,IV-A,LAGUNA,CHRYSANTHEMUM,"Hand, Foot, and Mouth Disease",3,16
3996,IV-A,LAGUNA,LANGGAM,"Hand, Foot, and Mouth Disease",3,16
3997,IV-A,LAGUNA,LARAM,"Hand, Foot, and Mouth Disease",2,16
3998,IV-A,LAGUNA,MAGSAYSAY,"Hand, Foot, and Mouth Disease",2,16
3999,IV-A,LAGUNA,SAN VICENTE,"Hand, Foot, and Mouth Disease",2,16
4000,IV-A,LAGUNA,CAINGIN,"Hand, Foot, and Mouth Disease",3,16
4001,IV-A,LAGUNA,DILA,"Hand, Foot, and Mouth Disease",2,16
4002,IV-A,LAGUNA,LABAS,"Hand, Foot, and Mouth Disease",2,16
4003,IV-A,LAGUNA,POOC,"Hand, Foot, and Mouth Disease",11,16
4004,IV-A,LAGUNA,BATUHAN,"Hand, Foot, and Mouth Disease",8,16
4005,IV-A,LAGUNA,BULIHAN,"Hand, Foot, and Mouth Disease",2,16
4006,IV-A,LAGUNA,TUNHAC,"Hand, Foot, and Mouth Disease",2,16
4007,IV-A,LAGUNA,KANLURANG BUKAL,"Hand, Foot, and Mouth Disease",2,16
4008,IV-A,LAGUNA,NOVALICHES,"Hand, Foot, and Mouth Disease",2,16
4009,IV-A,LAGUNA,MAYONDON,"Hand, Foot, and Mouth Disease",3,16
4010,IV-A,LAGUNA,MAYTALANG I,"Hand, Foot, and Mouth Disease",2,16
4011,IV-A,LAGUNA,WAWA,"Hand, Foot, and Mouth Disease",2,16
4012,IV-A,LAGUNA,NANGUMA,"Hand, Foot, and Mouth Disease",3,16
4013,IV-A,LAGUNA,SAN ANTONIO,"Hand, Foot, and Mouth Disease",2,16
4014,IV-A,LAGUNA,POBLACION,"Hand, Foot, and Mouth Disease",2,16
4015,IV-A,LAGUNA,SALASAD,"Hand, Foot, and Mouth Disease",2,16
4016,IV-A,LAGUNA,TIPUNAN,"Hand, Foot, and Mouth Disease",2,16
4017,IV-A,LAGUNA,MAGDAPIO,"Hand, Foot, and Mouth Disease",3,16
4018,IV-A,LAGUNA,TAFT,"Hand, Foot, and Mouth Disease",2,16
4019,IV-A,LAGUNA,BAGUMBAYAN,"Hand, Foot, and Mouth Disease",2,16
4020,IV-A,QUEZON,CALUMPANG,"Hand, Foot, and Mouth Disease",2,16
4021,IV-A,QUEZON,ISABANG,"Hand, Foot, and Mouth Disease",2,16
4022,IV-A,QUEZON,LALO,"Hand, Foot, and Mouth Disease",3,16
4023,IV-A,QUEZON,LAWIGUE,"Hand, Foot, and Mouth Disease",2,16
4024,IV-A,QUEZON,PALALE IBABA,"Hand, Foot, and Mouth Disease",2,16
4025,IV-A,QUEZON,POTOL,"Hand, Foot, and Mouth Disease",7,16
4026,IV-A,QUEZON,WAKAS,"Hand, Foot, and Mouth Disease",2,16
4027,IV-A,QUEZON,CALIMPAK,"Hand, Foot, and Mouth Disease",2,16
4028,IV-A,QUEZON,GAPAS,"Hand, Foot, and Mouth Disease",2,16
4029,IV-A,QUEZON,SAN ROQUE,"Hand, Foot, and Mouth Disease",2,16
4030,IV-A,QUEZON,VILLA HIWASAYAN,"Hand, Foot, and Mouth Disease",2,16
4031,IV-A,QUEZON,SAN VICENTE,"Hand, Foot, and Mouth Disease",2,16
4032,IV-A,QUEZON,INALUSAN,"Hand, Foot, and Mouth Disease",3,16
4033,IV-A,QUEZON,SANTO NIÑO IBABA,"Hand, Foot, and Mouth Disease",3,16
4034,IV-A,QUEZON,BASIAO,"Hand, Foot, and Mouth Disease",3,16
4035,IV-A,QUEZON,HINGUIWIN,"Hand, Foot, and Mouth Disease",2,16
4036,IV-A,QUEZON,SIPA,"Hand, Foot, and Mouth Disease",2,16
4037,IV-A,QUEZON,BAGONG SILANG,"Hand, Foot, and Mouth Disease",6,16
4038,IV-A,QUEZON,PINAGTUBIGAN ESTE,"Hand, Foot, and Mouth Disease",2,16
4039,IV-A,QUEZON,KILOLORAN,"Hand, Foot, and Mouth Disease",2,16
4040,IV-A,QUEZON,MALAPAD,"Hand, Foot, and Mouth Disease",3,16
4041,IV-A,QUEZON,MARAGONDON,"Hand, Foot, and Mouth Disease",3,16
4042,IV-A,QUEZON,PANDAN,"Hand, Foot, and Mouth Disease",3,16
4043,IV-A,QUEZON,MALIGAYA,"Hand, Foot, and Mouth Disease",2,16
4044,IV-A,QUEZON,SAN JUAN,"Hand, Foot, and Mouth Disease",8,16
4045,IV-A,QUEZON,ANTIPOLO,"Hand, Foot, and Mouth Disease",3,16
4046,IV-A,RIZAL,SPECIAL DISTRICT,"Hand, Foot, and Mouth Disease",2,16
4047,IX,ISABELA  CITY,LUKBUTON,"Hand, Foot, and Mouth Disease",2,16
4048,IX,ISABELA  CITY,SAN RAFAEL,"Hand, Foot, and Mouth Disease",2,16
4049,IX,ISABELA  CITY,SANTA BARBARA,"Hand, Foot, and Mouth Disease",2,16
4050,IX,ISABELA  CITY,SUMAGDANG,"Hand, Foot, and Mouth Disease",3,16
4051,IX,ISABELA  CITY,TABIAWAN,"Hand, Foot, and Mouth Disease",3,16
4052,IX,ZAMBOANGA CITY,CAMPO ISLAM,"Hand, Foot, and Mouth Disease",2,16
4053,IX,ZAMBOANGA CITY,GUIWAN,"Hand, Foot, and Mouth Disease",6,16
4054,IX,ZAMBOANGA CITY,SAN ROQUE,"Hand, Foot, and Mouth Disease",4,16
4055,IX,ZAMBOANGA CITY,SINUNOC,"Hand, Foot, and Mouth Disease",2,16
4056,IX,ZAMBOANGA CITY,TETUAN,"Hand, Foot, and Mouth Disease",3,16
4057,IX,ZAMBOANGA CITY,TUGBUNGAN,"Hand, Foot, and Mouth Disease",3,16
4058,IX,ZAMBOANGA CITY,TUMAGA,"Hand, Foot, and Mouth Disease",2,16
4059,IX,ZAMBOANGA DEL NORTE,PANGANURAN,"Hand, Foot, and Mouth Disease",3,16
4060,IX,ZAMBOANGA DEL NORTE,POBLACION,"Hand, Foot, and Mouth Disease",2,16
4061,IX,ZAMBOANGA DEL NORTE,BIAYON,"Hand, Foot, and Mouth Disease",2,16
4062,IX,ZAMBOANGA DEL NORTE,POBLACION BAJO,"Hand, Foot, and Mouth Disease",2,16
4063,IX,ZAMBOANGA DEL SUR,LUCOBAN,"Hand, Foot, and Mouth Disease",2,16
4064,IX,ZAMBOANGA DEL SUR,PROPER DIMAYA,"Hand, Foot, and Mouth Disease",2,16
4065,IX,ZAMBOANGA DEL SUR,POBLACION,"Hand, Foot, and Mouth Disease",3,16
4066,IX,ZAMBOANGA DEL SUR,CULO,"Hand, Foot, and Mouth Disease",3,16
4067,IX,ZAMBOANGA DEL SUR,LACARAYAN,"Hand, Foot, and Mouth Disease",2,16
4068,IX,ZAMBOANGA DEL SUR,SAN CARLOS,"Hand, Foot, and Mouth Disease",4,16
4069,IX,ZAMBOANGA DEL SUR,SANTO NIÑO,"Hand, Foot, and Mouth Disease",2,16
4070,IX,ZAMBOANGA DEL SUR,TAGULO,"Hand, Foot, and Mouth Disease",2,16
4071,IX,ZAMBOANGA SIBUGAY,LA DICHA,"Hand, Foot, and Mouth Disease",3,16
4072,IX,ZAMBOANGA SIBUGAY,TACKLING,"Hand, Foot, and Mouth Disease",2,16
4073,IX,ZAMBOANGA SIBUGAY,GUINTOLAN,"Hand, Foot, and Mouth Disease",2,16
4074,IX,ZAMBOANGA SIBUGAY,POBLACION,"Hand, Foot, and Mouth Disease",2,16
4075,IX,ZAMBOANGA SIBUGAY,BANGCO,"Hand, Foot, and Mouth Disease",3,16
4076,IX,ZAMBOANGA SIBUGAY,DALANGIN MUSLIM,"Hand, Foot, and Mouth Disease",2,16
4077,IX,ZAMBOANGA SIBUGAY,NAMNAMA,"Hand, Foot, and Mouth Disease",3,16
4078,IX,ZAMBOANGA SIBUGAY,POBLACION,"Hand, Foot, and Mouth Disease",9,16
4079,IX,ZAMBOANGA SIBUGAY,BALURAN,"Hand, Foot, and Mouth Disease",2,16
4080,IX,ZAMBOANGA SIBUGAY,TIGBANUANG,"Hand, Foot, and Mouth Disease",6,16
4081,V,CAMARINES SUR,SAN JUAN,"Hand, Foot, and Mouth Disease",2,16
4082,VI,AKLAN,NAPTI,"Hand, Foot, and Mouth Disease",2,16
4083,VI,AKLAN,NAISUD,"Hand, Foot, and Mouth Disease",2,16
4084,VI,AKLAN,ANDAGAW,"Hand, Foot, and Mouth Disease",2,16
4085,VI,AKLAN,BACHAW NORTE,"Hand, Foot, and Mouth Disease",2,16
4086,VI,AKLAN,BUSWANG NEW,"Hand, Foot, and Mouth Disease",2,16
4087,VI,AKLAN,POBLACION,"Hand, Foot, and Mouth Disease",4,16
4088,VI,AKLAN,CARUGDOG,"Hand, Foot, and Mouth Disease",2,16
4089,VI,AKLAN,PANINGAYAN,"Hand, Foot, and Mouth Disease",2,16
4090,VI,AKLAN,LASERNA,"Hand, Foot, and Mouth Disease",2,16
4091,VI,AKLAN,MABILO,"Hand, Foot, and Mouth Disease",3,16
4092,VI,AKLAN,ALBASAN,"Hand, Foot, and Mouth Disease",11,16
4093,VI,AKLAN,ALIPUTOS,"Hand, Foot, and Mouth Disease",4,16
4094,VI,AKLAN,BUBOG,"Hand, Foot, and Mouth Disease",3,16
4095,VI,AKLAN,BULWANG,"Hand, Foot, and Mouth Disease",7,16
4096,VI,AKLAN,CAMANCI SUR,"Hand, Foot, and Mouth Disease",3,16
4097,VI,AKLAN,DONGON EAST,"Hand, Foot, and Mouth Disease",3,16
4098,VI,AKLAN,JOYAO-JOYAO,"Hand, Foot, and Mouth Disease",2,16
4099,VI,AKLAN,POBLACION,"Hand, Foot, and Mouth Disease",2,16
4100,VI,AKLAN,BAYBAY,"Hand, Foot, and Mouth Disease",2,16
4101,VI,AKLAN,PANAYAKAN,"Hand, Foot, and Mouth Disease",2,16
4102,VI,ANTIQUE,CARIDAD,"Hand, Foot, and Mouth Disease",5,16
4103,VI,ANTIQUE,FUNDA,"Hand, Foot, and Mouth Disease",5,16
4104,VI,ANTIQUE,GOV. EVELIO B. JAVIER,"Hand, Foot, and Mouth Disease",3,16
4105,VI,ANTIQUE,MALANDOG,"Hand, Foot, and Mouth Disease",3,16
4106,VI,ANTIQUE,BAYBAY,"Hand, Foot, and Mouth Disease",2,16
4107,VI,ANTIQUE,SANTA FE,"Hand, Foot, and Mouth Disease",2,16
4108,VI,ANTIQUE,BADIANG,"Hand, Foot, and Mouth Disease",2,16
4109,VI,ANTIQUE,BRGY.. 1,"Hand, Foot, and Mouth Disease",4,16
4110,VI,ANTIQUE,BRGY.. 8,"Hand, Foot, and Mouth Disease",6,16
4111,VI,ANTIQUE,BARIRI,"Hand, Foot, and Mouth Disease",3,16
4112,VI,ANTIQUE,CANSADAN,"Hand, Foot, and Mouth Disease",11,16
4113,VI,ANTIQUE,FUNDA-DALIPE,"Hand, Foot, and Mouth Disease",3,16
4114,VI,ANTIQUE,IGBONGLO,"Hand, Foot, and Mouth Disease",3,16
4115,VI,ANTIQUE,INABASAN,"Hand, Foot, and Mouth Disease",2,16
4116,VI,ANTIQUE,MADRANGCA,"Hand, Foot, and Mouth Disease",7,16
4117,VI,ANTIQUE,MALAIBA,"Hand, Foot, and Mouth Disease",4,16
4118,VI,ANTIQUE,MAYBATO NORTE,"Hand, Foot, and Mouth Disease",5,16
4119,VI,ANTIQUE,MAYBATO SUR,"Hand, Foot, and Mouth Disease",4,16
4120,VI,ANTIQUE,SAN ANGEL,"Hand, Foot, and Mouth Disease",2,16
4121,VI,ANTIQUE,NAGBANGI I,"Hand, Foot, and Mouth Disease",2,16
4122,VI,ANTIQUE,TUBUDAN,"Hand, Foot, and Mouth Disease",8,16
4123,VI,ANTIQUE,IGCADAC,"Hand, Foot, and Mouth Disease",3,16
4124,VI,ANTIQUE,POBLACION NORTE,"Hand, Foot, and Mouth Disease",6,16
4125,VI,CAPIZ,AGTAMBI,"Hand, Foot, and Mouth Disease",4,16
4126,VI,CAPIZ,BALAT-AN,"Hand, Foot, and Mouth Disease",4,16
4127,VI,CAPIZ,MARALAG,"Hand, Foot, and Mouth Disease",2,16
4128,VI,CAPIZ,NATIVIDAD,"Hand, Foot, and Mouth Disease",2,16
4129,VI,CAPIZ,POBLACION,"Hand, Foot, and Mouth Disease",2,16
4130,VI,ILOILO CITY,CALAPARAN,"Hand, Foot, and Mouth Disease",2,16
4131,VI,ILOILO CITY,LOBOC-LAPUZ,"Hand, Foot, and Mouth Disease",5,16
4132,VI,ILOILO,TIWI,"Hand, Foot, and Mouth Disease",2,16
4133,VI,ILOILO,GUINTICGAN,"Hand, Foot, and Mouth Disease",3,16
4134,VI,ILOILO,NALUMSAN,"Hand, Foot, and Mouth Disease",2,16
4135,VI,ILOILO,BACJAWAN NORTE,"Hand, Foot, and Mouth Disease",2,16
4136,VI,ILOILO,POBLACION,"Hand, Foot, and Mouth Disease",2,16
4137,VI,ILOILO,AQUINO NOBLEZA EAST,"Hand, Foot, and Mouth Disease",2,16
4138,VI,ILOILO,TUBURAN,"Hand, Foot, and Mouth Disease",2,16
4139,VI,ILOILO,DAWIS NORTE,"Hand, Foot, and Mouth Disease",3,16
4140,VII,BOHOL,POBLACION,"Hand, Foot, and Mouth Disease",2,16
4141,VII,BOHOL,LOBGOB,"Hand, Foot, and Mouth Disease",2,16
4142,VII,CEBU,PONDOL,"Hand, Foot, and Mouth Disease",2,16
4143,VII,CEBU,TUYAN,"Hand, Foot, and Mouth Disease",2,16
4144,VII,CEBU,MOHON,"Hand, Foot, and Mouth Disease",2,16
4145,VII,CEBU,JUBAY,"Hand, Foot, and Mouth Disease",2,16
4146,VII,CEBU,ARMEÑA,"Hand, Foot, and Mouth Disease",2,16
4147,VII,CEBU,MONTAÑEZA,"Hand, Foot, and Mouth Disease",2,16
4148,VII,CEBU,PAKIGNE,"Hand, Foot, and Mouth Disease",2,16
4149,VII,CEBU,PITALO,"Hand, Foot, and Mouth Disease",2,16
4150,VII,CEBU CITY,TALAMBAN,"Hand, Foot, and Mouth Disease",2,16
4151,VII,LAPU-LAPU CITY,AGUS,"Hand, Foot, and Mouth Disease",3,16
4152,VII,LAPU-LAPU CITY,BABAG,"Hand, Foot, and Mouth Disease",5,16
4153,VII,LAPU-LAPU CITY,BASAK,"Hand, Foot, and Mouth Disease",7,16
4154,VII,LAPU-LAPU CITY,CANJULAO,"Hand, Foot, and Mouth Disease",2,16
4155,VII,LAPU-LAPU CITY,GUN-OB,"Hand, Foot, and Mouth Disease",3,16
4156,VII,LAPU-LAPU CITY,MACTAN,"Hand, Foot, and Mouth Disease",5,16
4157,VII,LAPU-LAPU CITY,MARIBAGO,"Hand, Foot, and Mouth Disease",2,16
4158,VII,LAPU-LAPU CITY,MARIGONDON,"Hand, Foot, and Mouth Disease",3,16
4159,VII,LAPU-LAPU CITY,PAJO,"Hand, Foot, and Mouth Disease",4,16
4160,VII,LAPU-LAPU CITY,PUSOK,"Hand, Foot, and Mouth Disease",10,16
4161,VII,LAPU-LAPU CITY,TALIMA,"Hand, Foot, and Mouth Disease",3,16
4162,VIII,EASTERN SAMAR,POBLACION WARD 7,"Hand, Foot, and Mouth Disease",2,16
4163,VIII,LEYTE,LARAY,"Hand, Foot, and Mouth Disease",7,16
4164,VIII,LEYTE,GOV. E. JARO,"Hand, Foot, and Mouth Disease",2,16
4165,VIII,LEYTE,POBLACION,"Hand, Foot, and Mouth Disease",2,16
4166,VIII,LEYTE,BUENAVISTA,"Hand, Foot, and Mouth Disease",2,16
4167,VIII,LEYTE,POBLACION,"Hand, Foot, and Mouth Disease",4,16
4168,VIII,LEYTE,LIBAS,"Hand, Foot, and Mouth Disease",7,16
4169,VIII,LEYTE,SAN JOSE,"Hand, Foot, and Mouth Disease",2,16
4170,VIII,LEYTE,MALBOG,"Hand, Foot, and Mouth Disease",2,16
4171,VIII,LEYTE,SAN ROQUE,"Hand, Foot, and Mouth Disease",3,16
4172,VIII,NORTHERN SAMAR,BANTAYAN,"Hand, Foot, and Mouth Disease",5,16
4173,VIII,NORTHERN SAMAR,ZONE 5,"Hand, Foot, and Mouth Disease",2,16
4174,VIII,SAMAR,BUENAVISTA II,"Hand, Foot, and Mouth Disease",2,16
4175,VIII,SAMAR,PUHAGAN,"Hand, Foot, and Mouth Disease",6,16
4176,VIII,SAMAR,LABANGBAYBAY,"Hand, Foot, and Mouth Disease",2,16
